Company,Slug,Score,Source
Synthflow AI,synthflow-ai,86.15,repvue
Finlay James,FinlayJames,86.15,repvue
Coram AI,coram-ai,86.14,repvue
Net Health,nethealth,86.14,repvue
Zuddl,zuddl,86.13,repvue
Mineral,Mineral,86.13,repvue
Nitra,nitra,86.12,repvue
Ten Thousand Coffees,ten-thousand-coffees,86.12,repvue
Venminder,Venminder,86.12,repvue
Booksy,Booksy,86.12,repvue
FullCircl,FullCircl,86.11,repvue
Bullhorn,Bullhorn,86.09,repvue
Demandbase,Demandbase,86.09,repvue
Microsoft,Microsoft,86.09,repvue
Quantum Workplace,QuantumWorkplace,86.09,repvue
Vizit,vizit,86.09,repvue
Intersection Co.,Intersection,86.09,repvue
Health & Safety Institute,HealthSafetyInstitute,86.07,repvue
JobNimbus,JobNimbus,86.07,repvue
Session AI,session-ai,86.05,repvue
Certa.ai,certa,86.05,repvue
Attio,Attio,86.04,repvue
Corning,Corning,86.04,repvue
Orbital,orbital-witness,86.04,repvue
Customer.io,Customerio,86.02,repvue
Oversight Systems,oversightsystems,86.01,repvue
Auvik Networks,AuvikNetworks,86.00,repvue
SalesScreen,SalesScreen,85.99,repvue
CED,CED,85.99,repvue
Wealthsimple,Wealthsimple,85.96,repvue
Red Bull,RedBull,85.95,repvue
Achieve,Achieve,85.94,repvue
Swipeby,Swipeby,85.94,repvue
Vic.ai,vic-ai,85.94,repvue
Ansys,Ansys,85.93,repvue
Webware.ai,Webwareio,85.92,repvue
Bilin Technology,BilinTechnology,85.92,repvue
PNI HCM,pni-hcm,85.92,repvue
Vartana,vartana,85.91,repvue
Digital Realty,digitalrealty,85.89,repvue
Toolio,Toolio,85.88,repvue
TradeWing,TradeWing,85.87,repvue
Inmar Intelligence,InmarIntelligence,85.87,repvue
Rubrik,rubrik,85.87,repvue
IAR,IARSystems,85.86,repvue
Premier Group Recruitment,PremierGroupRecruitment,85.86,repvue
Google Cloud,GoogleCloud,85.86,repvue
Noggin,Noggin,85.84,repvue
Eli Lilly,EliLilly,85.84,repvue
VMware,VMware,85.83,repvue
Vertex Inc.,VertexInc,85.83,repvue
Dubber,dubber,85.82,repvue
XOi Technologies,XOiTechnologies,85.81,repvue
Optro,Auditboard,85.81,repvue
AlphaSights,AlphaSights,85.80,repvue
Firefly,Firefly,85.80,repvue
StorMagic,StorMagic,85.79,repvue
Tyler Technologies,TylerTechnologies,85.79,repvue
Spare Labs,SpareLabs,85.79,repvue
Webex Events,Socio,85.78,repvue
Braze,Braze,85.78,repvue
Pathrise,Pathrise,85.77,repvue
Rewind,rewind,85.77,repvue
SailPoint,SailPoint,85.77,repvue
DoubleVerify,DoubleVerify,85.76,repvue
Varicent,Varicent,85.76,repvue
Faddom,faddom,85.76,repvue
Currencycloud,Currencycloud,85.76,repvue
Quotient Technology,Quotient,85.74,repvue
WebEngage,WebEngage,85.74,repvue
Profisee,Profisee,85.74,repvue
KONE,KONE,85.73,repvue
Nerdio,nerdio,85.73,repvue
Proton.ai,Protonai,85.73,repvue
OneStream Software,OneStreamSoftware,85.72,repvue
Ocelot,ocelot,85.72,repvue
Unanet,Unanet,85.72,repvue
Brex,Brex,85.71,repvue
Amper Technologies,amper-technologies,85.71,repvue
Ardoq,Ardoq,85.70,repvue
Beekeeper,Beekeeper,85.69,repvue
Bishop Fox,BishopFox,85.69,repvue
Slice,slice,85.68,repvue
Netskope,Netskope,85.68,repvue
Taxfyle,Taxfyle,85.67,repvue
Nuance Communications Inc.,NuanceCommunicationsInc,85.67,repvue
Fidelity,Fidelity,85.67,repvue
Rippling,RipplingInc,85.66,repvue
Deel,Deel,85.65,repvue
Venafi,Venafi,85.65,repvue
Apptio,Apptio,85.65,repvue
Axis Security,AxisSecurit,85.65,repvue
Axon,Axon,85.64,repvue
SciLeads,scileads,85.64,repvue
Mixmax,Mixmax,85.62,repvue
Citylitics Inc,citylitics-inc,85.61,repvue
Standard Metrics,standard-metrics,85.61,repvue
Vercel,Vercel,85.60,repvue
ExperiencePoint,ExperiencePoint,85.59,repvue
Regal Plastic Supply Company Inc.,RegalPlastics,85.59,repvue
Normalyze,normalyze,85.58,repvue
Redfin,Redfin,85.57,repvue
Tiger Data,timescale,85.57,repvue
Absorb Software,AbsorbSoftware,85.56,repvue
Vena Solutions,Venasolutions,85.55,repvue
Bizzabo,Bizzabo,85.54,repvue
AWeber,AWeber,85.54,repvue
Moveworks,Moveworks,85.53,repvue
Affinity.co,Affinity,85.53,repvue
Ingersoll Rand,IngersollRand,85.53,repvue
EVOLVE,evolve,85.53,repvue
SingleOps,SingleOps,85.53,repvue
Selling.com,infotelligent,85.52,repvue
Resonate,Resonate,85.51,repvue
Saviynt,Saviynt,85.51,repvue
Encapture,Encapture,85.51,repvue
Rocket Mortgage,RocketMortgage,85.51,repvue
CrowdRiff,CrowdRiff,85.51,repvue
Nalco Water,NalcoWater,85.49,repvue
Webconnex,Webconnex,85.49,repvue
InVision,InVision,85.48,repvue
NewsWhip,NewsWhip,85.48,repvue
Moss,moss,85.47,repvue
IGEL,IGEL,85.47,repvue
Clio,Clio,85.46,repvue
runZero,runzero,85.46,repvue
SWEEP,sweep,85.44,repvue
Nextdoor,Nextdoor,85.44,repvue
DoorDash,DoorDash,85.43,repvue
Doximity,Doximity,85.43,repvue
Hebbia,hebbia,85.43,repvue
Pathify,pathify,85.42,repvue
Danaher Corporation,Danaher,85.42,repvue
Idexx,Idexx,85.41,repvue
Coalition,Coalition,85.41,repvue
Drata,Drata,85.40,repvue
Johnson & Johnson MedTech,JJ,85.39,repvue
Signifyd,Signifyd,85.39,repvue
Everlaw,Everlaw,85.38,repvue
deepset,deepset,85.38,repvue
Jumio Corporation,JumioCorporation,85.38,repvue
Guild,guild-education,85.38,repvue
Lessonly (owned by Seismic),Lessonly,85.37,repvue
Gorgias,Gorgias,85.37,repvue
World Wide Technology,Worldwidetechnology,85.36,repvue
YouScience,YouScience,85.36,repvue
Autodesk,Autodesk,85.36,repvue
FactSet,FactSet,85.34,repvue
Sweetwater Sound,SweetwaterSound,85.34,repvue
FireMon,FireMon,85.31,repvue
Secoda,secoda,85.31,repvue
Built In,BuiltIn,85.30,repvue
Luminary Cloud,luminary-cloud,85.30,repvue
JobAdder,JobAdder,85.30,repvue
Snappt,snappt,85.29,repvue
Deepki,Deepki,85.29,repvue
Arketa,arketa,85.29,repvue
Generis Group,Generis-Group,85.28,repvue
"Barcodes, Inc",BarcodesInc,85.28,repvue
Organogenesis,Organogenesis,85.27,repvue
Metadata.io,Metadataio,85.27,repvue
RevSure.ai,revsure-ai,85.26,repvue
Spring Health,SpringHealth,85.26,repvue
BoomTown ROI,BoomTown,85.25,repvue
Palo Alto Networks,PaloAltoNetworks,85.25,repvue
Keela,Keela,85.24,repvue
ElevenLabs,elevenlabs,85.24,repvue
AssetWatch,assetwatch,85.24,repvue
LeagueApps,LeagueApps,85.23,repvue
Bausch and Lomb,bausch-and-lomb,85.23,repvue
Sentieo (AlphaSense),Sentieo,85.22,repvue
Bitly,Bitly,85.22,repvue
Zenput,Zenput,85.22,repvue
Trintech,Trintech,85.21,repvue
GetResponse,Getresponse,85.21,repvue
Secure Code Warrior,SecureCodeWarrior,85.21,repvue
Siemens Energy,SiemensEnergy,85.21,repvue
Amazon Web Services (AWS),Amazonwebservices,85.21,repvue
eSSENTIAL Accessibility,essentialAccessibility,85.21,repvue
Astronomer,Astronomer,85.19,repvue
Arctic Wolf,ArcticWolf,85.18,repvue
Help Scout,HelpScout,85.17,repvue
Niural,niural,85.17,repvue
POS Nation,POSNation,85.16,repvue
"Datacor, Inc.",DatacorInc,85.16,repvue
Pursuit Sales Solutions,PursuitSalesSolutions,85.16,repvue
data.world,dataworld,85.14,repvue
Pinpoint,pinpoint,85.13,repvue
hyperexponential,hyperexponential,85.13,repvue
Computacenter,Computacenter,85.12,repvue
Vericel Corporation,Vericel,85.12,repvue
AlertMedia,alertmedia,85.11,repvue
Benepass,Benepass,85.10,repvue
Financial Times,FinancialTimes,85.10,repvue
Apollo.io,Apolloio,85.10,repvue
Duro,duro,85.10,repvue
Breezeway,Breezeway,85.09,repvue
Securly,Securly,85.08,repvue
Visa,Visa,85.07,repvue
Cencora (AmerisourceBergen),cencora,85.06,repvue
Capital on Tap,capital-on-tap,85.06,repvue
Remesh,Remesh,85.05,repvue
Semgrep,Semgrep,85.05,repvue
Ecotrak Facility Management Software,EcotrakFacilityManagementSoftware,85.04,repvue
Pathlock,Pathlock,85.04,repvue
Guesty,Guesty,85.04,repvue
Source Intelligence,source-intelligence,85.04,repvue
Qualified,Qualified,85.04,repvue
TechnoMile,technomile,85.03,repvue
ReviewTrackers,ReviewTrackers,85.03,repvue
DoorLoop,doorloop,85.03,repvue
Alithya,alithya,85.03,repvue
Skuad,skuad,85.02,repvue
LogRocket,LogRocket,85.02,repvue
UserZoom,UserZoom,85.02,repvue
Fivetran,Fivetran,85.01,repvue
Johnson & Johnson,JohnsonJohnson,85.01,repvue
Mastercard,Mastercard,85.01,repvue
Yardstik,Yardstik,85.01,repvue
Juniper Square,JuniperSquare,85.00,repvue
Policygenius,Policygenius,85.00,repvue
Rockset,Rockset,84.99,repvue
Zenoss,Zenoss,84.98,repvue
Runway,runway,84.98,repvue
Kpler,Kpler,84.96,repvue
Textline,Textline,84.96,repvue
Quantivate,Quantivate,84.96,repvue
OpenAsset,OpenAsset,84.96,repvue
n8n,n8n,84.96,repvue
Divvy Homes,DivvyHomes,84.95,repvue
Clarabridge,clarabridge,84.95,repvue
Voxpopme,Voxpopme,84.95,repvue
Edwards Lifesciences,edwards-lifesciences,84.94,repvue
Frame.io (Adobe),Frameio,84.93,repvue
Turquoise Health,turquoise-health,84.93,repvue
Resolve,Resolve,84.91,repvue
Humana,Humana,84.91,repvue
GBG,GBG,84.91,repvue
Jivox,Jivox,84.91,repvue
CD Recruitment,CDRecruitment,84.91,repvue
Jellyfish,Jellyfish,84.90,repvue
Foleon,Foleon,84.89,repvue
Sensera Systems,SenseraSystems,84.89,repvue
Verifiable,Verifiable,84.88,repvue
Playvox,Playvox,84.88,repvue
Charted,charted,84.88,repvue
Neat,Neat,84.87,repvue
MathWorks,MathWorks,84.86,repvue
TraceGains,tracegains,84.85,repvue
VirtualPRO,Hubilo,84.85,repvue
SimpleNexus,SimpleNexus,84.85,repvue
Zip HQ,ZipHQ,84.85,repvue
OUTFRONT Media,Outfront,84.84,repvue
Endor Labs,endor-labs,84.84,repvue
Sunbit,Sunbit,84.83,repvue
OnBoard,onboard,84.83,repvue
Fairwinds,Fairwinds,84.82,repvue
Manta,MANTA,84.82,repvue
Canto,Canto,84.82,repvue
Algolia,Algolia,84.82,repvue
CyberArk,CyberArkSoftware,84.81,repvue
ATG,ATG,84.80,repvue
NextPatient,NextPatient,84.80,repvue
USI Insurance Services,USIInsuranceServices,84.80,repvue
Q2,Q2,84.79,repvue
Electrolux,Electrolux,84.79,repvue
Soldo,Soldo,84.79,repvue
Agora RE,AgoraRE,84.78,repvue
Relay,relay,84.78,repvue
Sirion,Sirion,84.77,repvue
SAP Signavio,SAPSignavio,84.76,repvue
Fisher Investments,fisherinvestments,84.76,repvue
BuildOps,BuildOps,84.75,repvue
Firebolt,Firebolt,84.75,repvue
Salesforce,Salesforce,84.74,repvue
Smarty,SmartyStreets,84.73,repvue
LocalShift,localshift,84.73,repvue
Device42,Device42,84.73,repvue
DocuWare,Docuware,84.73,repvue
Cin7,Cin7,84.73,repvue
Kentik,kentik,84.72,repvue
Agorapulse,Agorapulse,84.72,repvue
Origami Risk,OrigamiRisk,84.72,repvue
Greystar,Greystar,84.72,repvue
User Interviews,UserInterviews,84.71,repvue
Vitable Health,vitable-health,84.71,repvue
Ricoh Imaging Americas Corporation,RicohAmericasCorporation,84.71,repvue
Clarify,Clarify,84.70,repvue
Panorama Education,PanoramaEducation,84.70,repvue
Allegion,allegion,84.69,repvue
Datasite,Datasite,84.69,repvue
NEXA Mortgage,nexa,84.68,repvue
Apptegy,Apptegy,84.68,repvue
Checkmarx,checkmarx,84.67,repvue
Solace,Solace,84.67,repvue
Overjet,Overjet,84.67,repvue
athenahealth,athenahealth,84.66,repvue
Coast App,coast-app,84.66,repvue
Nevro,Nevro,84.66,repvue
North State Consulting,NorthStateConsulting,84.64,repvue
KEYENCE,Keyence,84.63,repvue
Permutive,Permutive,84.63,repvue
Yotpo,Yotpo,84.62,repvue
ZoomInfo,ZoomInfo,84.62,repvue
ArmorCode,armorcode,84.62,repvue
Crunchbase,Crunchbase,84.62,repvue
HUB International,HubInternational,84.61,repvue
Waystar,Waystar,84.60,repvue
Next Technik,NextTechnik,84.60,repvue
Valutico,Valutico,84.59,repvue
Veracross,veracross,84.57,repvue
Tamr,Tamr,84.57,repvue
Blue Onion,blue-onion-labs,84.57,repvue
FMG,fmg-suite,84.57,repvue
Smart City Apartment Locating,SmartCityLocating,84.57,repvue
Avoxi,Avoxi,84.56,repvue
NFI,nfi,84.56,repvue
Assembled,assembled,84.56,repvue
WealthEngine,Wealthengine,84.56,repvue
Compass Group,CompassGroup,84.55,repvue
Booking.com,Bookingcom,84.55,repvue
Arize AI,Arizeai,84.54,repvue
CoLab Software,CoLabSoftware,84.53,repvue
AcuityMD,AcuityMD,84.53,repvue
REMAX,REMAX,84.53,repvue
Orca Security,OrcaSecurity,84.53,repvue
Chemsearch FE,ChemsearchFE,84.53,repvue
PIMCO,PIMCO,84.52,repvue
The Hershey Company,TheHersheyCompany,84.51,repvue
SOPHiA GENETICS,sophia-genetics,84.51,repvue
Kong,Kong,84.51,repvue
Affirm,Affirm,84.50,repvue
Amplify,Amplify,84.50,repvue
BlueJeans,bluejeans,84.50,repvue
Guideline,Guideline,84.49,repvue
Arista,arista,84.49,repvue
ALLDATA,ALLDATA,84.48,repvue
Morgan Stanley,MorganStanley,84.48,repvue
Dematic Corp,DematicCorp,84.48,repvue
Smartling,Smartling,84.46,repvue
Power Home Remodeling,PowerHomeRemodeling,84.46,repvue
JLL Technologies,JLLTechnologies,84.46,repvue
HopSkipDrive,hopskipdrive,84.46,repvue
Atlas Copco,AtlasCopco,84.45,repvue
RX Global,ReedExhibitions,84.45,repvue
NS1,NS1,84.45,repvue
SunPower,Sunpower,84.45,repvue
Plex Systems,PlexSystems,84.44,repvue
"Ada, Inc.",ada,84.44,repvue
MNTN,MNTN,84.44,repvue
Movista,Movista,84.44,repvue
Klue,Klue,84.43,repvue
Proposify,Proposify,84.42,repvue
Main Street Hub,MainStreetHub,84.42,repvue
Stryker,Stryker,84.42,repvue
Carta,Carta,84.42,repvue
Simetrik,simetrik,84.42,repvue
Harvey,harvey-ai,84.41,repvue
Nutanix,Nutanix,84.40,repvue
AudienceView,AudienceView,84.40,repvue
Irwin,Irwin,84.40,repvue
AmpliFund,AmpliFund,84.40,repvue
Rho,Rho,84.39,repvue
Actionstep,Actionstep,84.39,repvue
SentinelOne,SentinelOne,84.38,repvue
Jobber,Jobber,84.36,repvue
Berkshire Hathaway HomeServices,BerkshireHathaway,84.36,repvue
Authentic8,AUTHENTIC8,84.36,repvue
GHX,GHX,84.35,repvue
Nearpod,Nearpod,84.35,repvue
Lumar,DeepCrawl,84.35,repvue
Totalmobile Ltd,TotalmobileLtd,84.34,repvue
Discovery Education,DiscoveryEducation,84.34,repvue
Edge,eyerate,84.33,repvue
Foodpanda,Foodpanda,84.33,repvue
SecuriThings,securithings,84.33,repvue
ComboCurve,ComboCurve,84.33,repvue
Zscaler,Zscaler,84.32,repvue
ResMed,ResMed,84.32,repvue
Builder Prime,builder-prime,84.31,repvue
Federato,federato,84.31,repvue
Document Crunch,document-crunch,84.31,repvue
"American Marketing & Publishing, LLC",AmericanMarketingPublishing,84.31,repvue
AccuLynx,AccuLynx,84.30,repvue
Percona,Percona,84.30,repvue
IPRO,revealipro,84.29,repvue
Spot Freight,SpotFreight,84.29,repvue
PartsTech,PartsTech,84.28,repvue
PROCEPT BioRobotics,procept-biorobotics,84.27,repvue
Pacira Biosciences,PaciraBiosciences,84.27,repvue
Travelbank (US Bancorp),Travelbank,84.27,repvue
PlanetScale,PlanetScale,84.27,repvue
Hack The Box,hack-the-box,84.26,repvue
Reckitt,reckitt,84.26,repvue
Granular,Granular,84.26,repvue
Penfold,penfold,84.25,repvue
YayPay,YayPay,84.24,repvue
"Nuvolo Technologies, Inc",NuvoloTechnologiesInc,84.24,repvue
LiveRamp,Liveramp,84.24,repvue
LeanTaaS,leantaas,84.23,repvue
Virtuous,Virtuous,84.22,repvue
StemWave,stemwave,84.22,repvue
AtScale,AtScale,84.22,repvue
Suralink,Suralink,84.22,repvue
The Millennium Alliance,the-millennium-alliance,84.21,repvue
Socure,Socure,84.21,repvue
Vividly,vividly,84.20,repvue
IMAGINiT Technologies,IMAGINiT,84.20,repvue
CooperVision,CooperVision,84.19,repvue
Cypris,Cypris,84.19,repvue
Kahua,Kahua,84.18,repvue
Ironclad,Ironclad,84.17,repvue
Checkmk,checkmk,84.17,repvue
Redgate Software,RedgateSoftware,84.17,repvue
FlexTrades,flextrades,84.17,repvue
Vim,Vim,84.17,repvue
Tradify,tradify,84.16,repvue
"Wasabi Technologies, Inc",Wasabi,84.16,repvue
Flashtract,Flashtract,84.15,repvue
Bloomerang,Bloomerang,84.14,repvue
Workato,workato,84.14,repvue
Omnipresent,Omnipresent,84.13,repvue
Interplay Learning,InterplayLearning,84.13,repvue
Branch App,BranchApp,84.12,repvue
Enova International,EnovaInternational,84.12,repvue
Bloomberg LP,Bloomberg,84.11,repvue
Neara,neara,84.11,repvue
Arena Solutions,ArenaSolutions,84.11,repvue
SchoolStatus,SchoolStatus,84.11,repvue
Syniti,SYNITI,84.11,repvue
Rivet,Rivet,84.10,repvue
Novata,novata,84.10,repvue
Marq,Lucidpress,84.10,repvue
Aptive Environmental,Aptive,84.09,repvue
GetAccept,GetAccept,84.09,repvue
HOVER Inc.,HOVER,84.09,repvue
Chili Piper,ChiliPiper,84.08,repvue
Marriott International,MarriottInternational,84.08,repvue
Chambers and Partners,chambers-and-partners,84.06,repvue
Georgia-Pacific LLC,georgiapacific,84.05,repvue
Riskified,riskified,84.05,repvue
Invesco,invesco,84.05,repvue
Fetch,Fetch,84.05,repvue
Backstop Solutions,BackstopSolutions,84.04,repvue
CBRE Group,CBREGroup,84.04,repvue
"Dragos, Inc",DragosInc,84.02,repvue
MongoDB,MongoDB,84.01,repvue
ThoughtExchange,ThoughtExchange,84.00,repvue
Abstract,Abstract,84.00,repvue
"TTI, Inc.",TTIinc,84.00,repvue
Stax,Stax,83.99,repvue
Faire,Faire,83.99,repvue
UnifyApps,unifyapps,83.99,repvue
KCF Technologies,KCFTechnologies,83.98,repvue
Silverfort,Silverfort,83.98,repvue
Dynatrace,Dynatrace,83.98,repvue
SmartRecruiters,SmartRecruiters,83.97,repvue
Clarity AI,Clarity,83.97,repvue
Riverside.fm,riversidefm,83.97,repvue
Smith.ai,Smithai,83.96,repvue
Carbon Black,CarbonBlack,83.95,repvue
Nory,Nory,83.95,repvue
Paymerang,Paymerang,83.95,repvue
SevenRooms,SevenRooms,83.94,repvue
"Treace Medical Concepts, Inc.",treace-medical-concepts,83.94,repvue
Expel,Expel,83.94,repvue
Tableau (Salesforce),Tableau,83.93,repvue
IHS Markit,IHSMarkit,83.93,repvue
Gusto,Gusto,83.93,repvue
FastSpring,Fastspring,83.91,repvue
Merge by Merative,MergeeClinical,83.91,repvue
Empower,empower,83.91,repvue
hear.com,hearcom,83.90,repvue
StructionSite,Structionsite,83.89,repvue
Raken,Raken,83.88,repvue
TOPdesk,TOPdesk,83.88,repvue
Marsh McLennan,MarshMcLennan,83.88,repvue
Bluedot Inc,bluedotinc,83.88,repvue
Fieldwire,Fieldwire,83.87,repvue
Ivalua,Ivalua,83.87,repvue
LiveFlow,liveflow,83.87,repvue
Superside,Superside,83.87,repvue
Twilio,Twilio,83.87,repvue
airSlate,airSlate,83.87,repvue
Epicor,Epicor,83.87,repvue
Wilmington plc,Wilmington,83.86,repvue
Hollister Incorporated,HollisterIncorporated,83.85,repvue
GoodTime.io,Goodtimeio,83.85,repvue
7bridges,7bridges,83.85,repvue
Flowhub,Flowhub,83.84,repvue
GPS Trackit,GPSTrackit,83.84,repvue
"eHealth, Inc.",Ehealth,83.84,repvue
Backflip,backflip,83.83,repvue
Red Sift,RedSift,83.83,repvue
OpenTable,OpenTable,83.83,repvue
Duck Creek Technologies,duckcreektechnologies,83.83,repvue
Figma,Figma,83.82,repvue
Fullbay,fullbay,83.82,repvue
Cerby,cerby,83.82,repvue
Beauhurst,beauhurst,83.82,repvue
Squarespace,Squarespace,83.82,repvue
parcelLab,parcelLab,83.81,repvue
Adobe,Adobe,83.81,repvue
Candid,Candid,83.81,repvue
F5,F5,83.81,repvue
Waterfall Security,Waterfall,83.80,repvue
Mettler Toledo,MettlerToledo,83.80,repvue
Autopay,Autopay,83.80,repvue
Sapper Consulting,SapperConsulting,83.80,repvue
Ontic,Ontic,83.80,repvue
Sigma Computing,Sigmacomputing,83.79,repvue
Rev.io,rev-io,83.79,repvue
Ciena,CIENA,83.79,repvue
"WithMe, Inc",WithMeInc,83.78,repvue
Genesys,genesys,83.78,repvue
Sonic.net,Sonicnet,83.78,repvue
Zappi,Zappi,83.78,repvue
Zapier,Zapier,83.77,repvue
Skyflow,Skyflow,83.77,repvue
Splunk,Splunk,83.76,repvue
Proof,Proof,83.76,repvue
Schlumberger,Schlumberger,83.76,repvue
Moov Technologies,MoovTechnologies,83.75,repvue
Adyen,Adyen,83.74,repvue
Phocas Software,PhocasSoftware,83.72,repvue
J.P. Morgan Chase,JPMorganChase,83.72,repvue
Darwinian Ventures,darwinian-ventures,83.72,repvue
Corus Entertainment,CorusEntertainment,83.72,repvue
Esellas,Esellas,83.72,repvue
Census,Census,83.71,repvue
ABC Fitness,Abc,83.71,repvue
RxVantage,RxVantage,83.70,repvue
Factur,Factur,83.70,repvue
Veriff,Veriff,83.70,repvue
360Learning,360Learning,83.70,repvue
Jobot,Jobot,83.69,repvue
Cinch,Cinch,83.68,repvue
Leasecake,Leasecake,83.68,repvue
PayFit,PayFit,83.68,repvue
Vestwell,Vestwell,83.68,repvue
Flex Technology Group,flex-technology-group,83.67,repvue
LaunchDarkly,LaunchDarkly,83.67,repvue
Manhattan Associates,ManhattanAssociates,83.67,repvue
Five9,Five9,83.67,repvue
Traction Complete,Tractioncomplete,83.66,repvue
Datadog,Datadog,83.65,repvue
Guidebook,guidebook,83.65,repvue
Chronosphere,Chronosphere,83.65,repvue
Planet,PlanetLabs,83.65,repvue
Kinaxis,Kinaxis,83.65,repvue
Total Synergy,total-synergy,83.65,repvue
Edmunds,Edmunds,83.64,repvue
Augury,Augury,83.64,repvue
Contentstack,Contentstack,83.61,repvue
7shifts,7shifts,83.61,repvue
Convergint Technologies,ConvergintTechnologies,83.61,repvue
LodgeLink,LodgeLink,83.60,repvue
Datch,Datch,83.60,repvue
UJET,UJET,83.60,repvue
Ikigai,Ikigai,83.60,repvue
Branch,Branch,83.60,repvue
nCino,Ncino,83.59,repvue
Armstrong Transport Group,armstrong-transport,83.59,repvue
Blue Mountain Quality,BlueMountainQualityLLC,83.59,repvue
You.com,you-com,83.59,repvue
Recurrency,Recurrency,83.58,repvue
IntelligenceBank,IntelligenceBank,83.58,repvue
Simpli.fi,Simplifi,83.57,repvue
Vainu,Vainuio,83.57,repvue
i3 Verticals,i3Verticals,83.56,repvue
UnitedHealthcare,UnitedHealthcare,83.56,repvue
HackerRank,HackerRank,83.55,repvue
Vector Marketing,VectorMarketing,83.55,repvue
Financeit,Financeit,83.55,repvue
TrustArc,TrustArc,83.54,repvue
Merz Aesthetics,MerzAesthetics,83.54,repvue
Fairmarkit,Fairmarkit,83.54,repvue
Red Ventures,RedVentures,83.54,repvue
Placer.ai,placer,83.53,repvue
Nusun Power,nusun-power,83.53,repvue
Caribou,Caribou,83.53,repvue
HammerTech,HammerTech,83.53,repvue
Wealthbox,wealthbox,83.53,repvue
Recast Software,recast-software,83.52,repvue
TEAM Software,team-software,83.52,repvue
Headway,headwayco,83.52,repvue
HashiCorp,HashiCorp,83.51,repvue
Degreed,Degreed,83.51,repvue
Airtel,Airtel,83.51,repvue
Juul Labs,JuulLabs,83.51,repvue
